For n = 1000000000 integers using algorithm 4:

		Sum		Time (s)

1.)		39841		12.208181
2.)		46319		9.986691
3.)		39841		8.414138
4.)		46319		7.670862
5.)		39841		7.436419
6.)		46319		7.589677
7.)		39841		7.438315
8.)		46319		7.408345
9.)		45112		7.609659
10.)	46319		7.606657

Average Time (s): 8.336894
